Αἰακοῦ	*ai)akou=	Αἰακός	*ai)ako/s	n-s---mg-
καίρια	kai/ria	καίριος	kai/rios	n-p---na-
κεδνόν	kedno/n	κεδνός	kedno/s	a-s---ma-
κεδνόν	kedno/n	κεδνός	kedno/s	a-s---nn-
κεδνόν	kedno/n	κεδνός	kedno/s	a-s---nv-
κεδνόν	kedno/n	κεδνός	kedno/s	a-s---na-
κεκλήσεται	keklh/setai	καλέω	kale/w	v3stie---
κεκορυθμένος	kekoruqme/nos	κορύσσω	koru/ssw	v-srpemn-
κεκραγμοῦ	kekragmou=	κεκραγμός	kekragmo/s	n-s---mg-
κεκτημένην	kekthme/nhn	κτάομαι	kta/omai	v-srpefa-
κεκτημένην	kekthme/nhn	κτέομαι	kte/omai	v-srpefa-
κεκτημένῳ	kekthme/nw|	κτάομαι	kta/omai	v-srpemd-
κεκτημένῳ	kekthme/nw|	κτάομαι	kta/omai	v-srpend-
κεκτημένῳ	kekthme/nw|	κτέομαι	kte/omai	v-srpemd-
κεκτημένῳ	kekthme/nw|	κτέομαι	kte/omai	v-srpend-
κεκτήμην	kekth/mhn	κτάομαι	kta/omai	v1slie---
κεκτήμην	kekth/mhn	κτέομαι	kte/omai	v1slie---
κεκόμψευσαι	keko/myeusai	κομψεύω	komyeu/w	v2srie---
κεκόμψευσαι	keko/myeusai	κομψεύω	komyeu/w	v2srie---
κελευσμοῦ	keleusmou=	κελευσμός	keleusmo/s	n-s---mg-
κελεύσει	keleu/sei	κέλευσις	ke/leusis	n-d---fn-
κελεύσει	keleu/sei	κέλευσις	ke/leusis	n-d---fv-
κελεύσει	keleu/sei	κέλευσις	ke/leusis	n-d---fa-
κελεύσει	keleu/sei	κέλευσις	ke/leusis	n-s---fd-
κελεύσει	keleu/sei	κέλευσις	ke/leusis	n-s---fd-
κελεύσει	keleu/sei	κελεύω	keleu/w	v3sasa---
κελεύσει	keleu/sei	κελεύω	keleu/w	v2sfim---
κελεύσει	keleu/sei	κελεύω	keleu/w	v3sfia---
κενούς	kenou/s	κενός	keno/s	a-p---ma-
κενήν	kenh/n	κενός	keno/s	a-s---fa-
κεφαλᾶς	kefala=s	κεφαλή	kefalh/	n-s---fg-
κεχαρημένον	kexarhme/non	χαίρω	xai/rw	v-srpema-
κεχαρημένον	kexarhme/non	χαίρω	xai/rw	v-srpenn-
κεχαρημένον	kexarhme/non	χαίρω	xai/rw	v-srpenv-
κεχαρημένον	kexarhme/non	χαίρω	xai/rw	v-srpena-
κεχρημένοις	kexrhme/nois	χράω2	xra/w2	v-prpemd-
κεχρημένοις	kexrhme/nois	χράω2	xra/w2	v-prpend-
κεἰ	kei)	εἰ	ei)	c--------
κείναις	kei/nais	ἐκεῖνος	e)kei=nos	n-p---fd-
κείναις	kei/nais	κεῖνος	kei=nos	a-p---fd-
κείνου	kei/nou	ἐκεῖνος	e)kei=nos	n-s---ng-
κείνου	kei/nou	ἐκεῖνος	e)kei=nos	n-s---mg-
κείνου	kei/nou	κεῖνος	kei=nos	a-s---mg-
κείνου	kei/nou	κεῖνος	kei=nos	a-s---ng-
κείνου	kei/nou	κενόω	keno/w	v2spma---
κείνου	kei/nou	κενόω	keno/w	v3siia---
κείνῳ	kei/nw|	ἐκεῖνος	e)kei=nos	n-s---nd-
κείνῳ	kei/nw|	ἐκεῖνος	e)kei=nos	n-s---md-
κείνῳ	kei/nw|	κεῖνος	kei=nos	a-s---md-
κείνῳ	kei/nw|	κεῖνος	kei=nos	a-s---nd-
κεῖνον	kei=non	ἐκεῖνος	e)kei=nos	n-s---ma-
κεῖνον	kei=non	κεῖνος	kei=nos	a-s---ma-
κεῖνον	kei=non	κεῖνος	kei=nos	a-s---nn-
κεῖνον	kei=non	κεῖνος	kei=nos	a-s---nv-
κεῖνον	kei=non	κεῖνος	kei=nos	a-s---na-
κεῖνται	kei=ntai	κεῖμαι	kei=mai	v3ppie---
κεῖσαι	kei=sai	κεῖμαι	kei=mai	v2spie---
κηλεῖν	khlei=n	κηλέω	khle/w	v--pna---
κηλῖσιν	khli=sin	κηλίς	khli/s	n-p---fd-
κηρύγματι	khru/gmati	κήρυγμα	kh/rugma	n-s---nd-
κιθάρας	kiqa/ras	κιθάρα	kiqa/ra	n-p---fa-
κιθάρας	kiqa/ras	κιθάρα	kiqa/ra	n-s---fg-
κλαίεις	klai/eis	κλαίω	klai/w	v2spia---
κλαίοις	klai/ois	κλαίω	klai/w	v2spoa---
κλεινοί	kleinoi/	κλεινός	kleino/s	a-p---mn-
κλεινοί	kleinoi/	κλεινός	kleino/s	a-p---mv-
κλεινάν	kleina/n	κλεινός	kleino/s	a-s---fa-
κλεινόν	kleino/n	κλεινός	kleino/s	a-s---ma-
κλεινόν	kleino/n	κλεινός	kleino/s	a-s---nn-
κλεινόν	kleino/n	κλεινός	kleino/s	a-s---nv-
κλεινόν	kleino/n	κλεινός	kleino/s	a-s---na-
κλεινότατον	kleino/taton	κλεινός	kleino/s	a-s---mas
κλεινότατον	kleino/taton	κλεινός	kleino/s	a-s---nns
κλεινότατον	kleino/taton	κλεινός	kleino/s	a-s---nvs
κλεινότατον	kleino/taton	κλεινός	kleino/s	a-s---nas
κλεινᾶς	kleina=s	κλεινός	kleino/s	a-s---fg-
κλισίας	klisi/as	κλισία	klisi/a	n-p---fa-
κλισίας	klisi/as	κλισία	klisi/a	n-s---fg-
κλυτάν	kluta/n	κλυτός	kluto/s	a-s---fa-
κλέμμα	kle/mma	κλέμμα	kle/mma	n-s---nn-
κλέμμα	kle/mma	κλέμμα	kle/mma	n-s---nv-
κλέμμα	kle/mma	κλέμμα	kle/mma	n-s---na-
κλέος	kle/os	κλέος	kle/os	n-s---nn-
κλέος	kle/os	κλέος	kle/os	n-s---nv-
κλέος	kle/os	κλέος	kle/os	n-s---na-
κλέουσαι	kle/ousai	κλέω	kle/w	v-pppafn-
κλέουσαι	kle/ousai	κλέω	kle/w	v-pppafv-
κλύεις	klu/eis	κλύω	klu/w	v2spia---
κλύοις	klu/ois	κλύω	klu/w	v2saoa---
κλύοις	klu/ois	κλύω	klu/w	v2spoa---
κλύουσα	klu/ousa	κλύω	klu/w	v-sppafn-
κλύουσα	klu/ousa	κλύω	klu/w	v-sppafv-
κλύων	klu/wn	κλύω	klu/w	v-sppamn-
κλύῃς	klu/h|s	κλύω	klu/w	v2sasa---
κλύῃς	klu/h|s	κλύω	klu/w	v2spsa---
κλύῃς	klu/h|s	κλύω	klu/w	v2sasa---
κλῄθρων	klh/|qrwn	κλεῖθρον	klei=qron	n-p---ng-
κλῄθρων	klh/|qrwn	κλήιθρον	klh/iqron	n-p---ng-
κλῄσωμεν	klh/|swmen	κλείω1	klei/w1	v1pasa---
κλῄσωμεν	klh/|swmen	κλῄζω1	klh/|zw1	v1pasa---
κλῆρον	klh=ron	κλῆρος	klh=ros	n-s---ma-
κοινοῦ	koinou=	κοινός	koino/s	a-s---mg-
κοινοῦ	koinou=	κοινός	koino/s	a-s---ng-
κοινοῦ	koinou=	κοινός	koino/s	n-s---mg-
κοινοῦ	koinou=	κοινός	koino/s	n-s---fg-
κοινοῦ	koinou=	κοινός	koino/s	n-s---ng-
κοινοῦ	koinou=	κοινόω	koino/w	v2spme---
κοινοῦ	koinou=	κοινόω	koino/w	v2siie---
κοινόν	koino/n	κοινός	koino/s	a-s---ma-
κοινόν	koino/n	κοινός	koino/s	a-s---nn-
κοινόν	koino/n	κοινός	koino/s	a-s---nv-
κοινόν	koino/n	κοινός	koino/s	a-s---na-
κοινόν	koino/n	κοινός	koino/s	n-s---ma-
κοινόν	koino/n	κοινός	koino/s	n-s---fa-
κοινόν	koino/n	κοινός	koino/s	n-s---nn-
κοινόν	koino/n	κοινός	koino/s	n-s---nv-
κοινόν	koino/n	κοινός	koino/s	n-s---na-
κοινός	koino/s	κοινός	koino/s	a-s---mn-
κοινός	koino/s	κοινός	koino/s	n-s---mn-
κοινός	koino/s	κοινός	koino/s	n-s---fn-
κοινῇ	koinh=|	κοινῇ	koinh=|	d--------
κοινῇ	koinh=|	κοινός	koino/s	a-s---fd-
κοινῇ	koinh=|	κοινόω	koino/w	v2spse---
κοινῇ	koinh=|	κοινόω	koino/w	v2spie---
κοινῇ	koinh=|	κοινόω	koino/w	v3spsa---
κοινῇ	koinh=|	κοινόω	koino/w	v3spia---
κολεῶν	kolew=n	κολέα	kole/a	n-p---fg-
κολεῶν	kolew=n	κολεάζω	kolea/zw	v-sfpamv-
κολεῶν	kolew=n	κολεάζω	kolea/zw	v-sfpann-
κολεῶν	kolew=n	κολεάζω	kolea/zw	v-sfpanv-
κολεῶν	kolew=n	κολεάζω	kolea/zw	v-sfpana-
κολεῶν	kolew=n	κολεάζω	kolea/zw	v-sfpamn-
κολεῶν	kolew=n	κολεόν	koleo/n	n-p---ng-
κολεῶν	kolew=n	κολεός	koleo/s	n-p---mg-
κολπώδη	kolpw/dh	κολπώδης	kolpw/dhs	n-p---nn-
κολπώδη	kolpw/dh	κολπώδης	kolpw/dhs	n-p---nv-
κολπώδη	kolpw/dh	κολπώδης	kolpw/dhs	n-p---na-
κολπώδη	kolpw/dh	κολπώδης	kolpw/dhs	n-d---mn-
κολπώδη	kolpw/dh	κολπώδης	kolpw/dhs	n-d---mv-
κολπώδη	kolpw/dh	κολπώδης	kolpw/dhs	n-d---ma-
κολπώδη	kolpw/dh	κολπώδης	kolpw/dhs	n-d---fn-
κολπώδη	kolpw/dh	κολπώδης	kolpw/dhs	n-d---fv-
κολπώδη	kolpw/dh	κολπώδης	kolpw/dhs	n-d---fa-
κολπώδη	kolpw/dh	κολπώδης	kolpw/dhs	n-d---nn-
κολπώδη	kolpw/dh	κολπώδης	kolpw/dhs	n-d---nv-
κολπώδη	kolpw/dh	κολπώδης	kolpw/dhs	n-d---na-
κολπώδη	kolpw/dh	κολπώδης	kolpw/dhs	n-s---ma-
κολπώδη	kolpw/dh	κολπώδης	kolpw/dhs	n-s---fa-
κομίζεις	komi/zeis	κομίζω	komi/zw	v2spia---
κομίζουσ’	komi/zous'	κομίζω	komi/zw	v-sppafn-
κομίζουσ’	komi/zous'	κομίζω	komi/zw	v-sppafv-
κομίζουσ’	komi/zous'	κομίζω	komi/zw	v-pppamd-
κομίζουσ’	komi/zous'	κομίζω	komi/zw	v-pppand-
κομίζουσ’	komi/zous'	κομίζω	komi/zw	v3ppia---
κομίζουσ’	komi/zous'	κομίζω	komi/zw	v-pppafn-
κομίζουσ’	komi/zous'	κομίζω	komi/zw	v-pppafv-
κομίζω	komi/zw	κομίζω	komi/zw	v1spsa---
κομίζω	komi/zw	κομίζω	komi/zw	v1spia---
κομίσαι	komi/sai	κομίζω	komi/zw	v--ana---
κομίσαι	komi/sai	κομίζω	komi/zw	v3saoa---
κοσμηθεῖσαν	kosmhqei=san	κοσμέω	kosme/w	v-sappfa-
κοσμήσω	kosmh/sw	κοσμέω	kosme/w	v1sasa---
κοσμήσω	kosmh/sw	κοσμέω	kosme/w	v1sfia---
κοσμήσω	kosmh/sw	κοσμέω	kosme/w	v2saim---
κοὐ	kou)	οὐ	ou)	d--------
κοὐδέν	kou)de/n	οὐδείς	ou)dei/s	n-s---nn-
κοὐδέν	kou)de/n	οὐδείς	ou)dei/s	n-s---nv-
κοὐδέν	kou)de/n	οὐδείς	ou)dei/s	n-s---na-
κοὐκ	kou)k	οὐ	ou)	d--------
κοὐκέτι	kou)ke/ti	οὐκέτι	ou)ke/ti	d--------
κοὐχ	kou)x	οὐ	ou)	d--------
κοὔποτε	kou)/pote	οὔποτε	ou)/pote	d--------
κοίλους	koi/lous	κόιλος	ko/ilos	a-p---ma-
κοίλους	koi/lous	κοῖλος	koi=los	a-p---ma-
κοίλους	koi/lous	κοιλόω	koilo/w	v2siia---
κοίνωσον	koi/nwson	κοινόω	koino/w	v2sama---
κοίρανοι	koi/ranoi	κοίρανος	koi/ranos	n-p---mn-
κοίρανοι	koi/ranoi	κοίρανος	koi/ranos	n-p---mv-
κρανθέντων	kranqe/ntwn	κραίνω	krai/nw	v-pappmg-
κρανθέντων	kranqe/ntwn	κραίνω	krai/nw	v-pappng-
κρατεῖ	kratei=	κρατέω	krate/w	v2spie---
κρατεῖ	kratei=	κρατέω	krate/w	v3spia---
κρατεῖ	kratei=	κρατύς	kratu/s	a-s---md-
κρατεῖ	kratei=	κρατύς	kratu/s	a-s---nd-
κρατήρων	krath/rwn	κρατήρ	krath/r	n-p---mg-
κρατῆρά	krath=ra/	κρατήρ	krath/r	n-s---ma-
κρείσσους	krei/ssous	κρείσσων	krei/sswn	a-p---mn-
κρείσσους	krei/ssous	κρείσσων	krei/sswn	a-p---ma-
κρείσσους	krei/ssous	κρείσσων	krei/sswn	a-p---fn-
κρείσσους	krei/ssous	κρείσσων	krei/sswn	a-p---fa-
κρείσσους	krei/ssous	κρείσσων	krei/sswn	a-p---ma-
κρείσσους	krei/ssous	κρείσσων	krei/sswn	a-p---fa-
κρείσσους	krei/ssous	κρεισσόω	kreisso/w	v2siia---
κρείσσων	krei/sswn	κρείσσων	krei/sswn	a-s---mn-
κρείσσων	krei/sswn	κρείσσων	krei/sswn	a-s---fn-
κρείσσων	krei/sswn	κρεισσόω	kreisso/w	v3piia---
κρείσσων	krei/sswn	κρεισσόω	kreisso/w	v1siia---
κρεῖσσον	krei=sson	κρείσσων	krei/sswn	a-s---mv-
κρεῖσσον	krei=sson	κρείσσων	krei/sswn	a-s---fv-
κρεῖσσον	krei=sson	κρείσσων	krei/sswn	a-s---nn-
κρεῖσσον	krei=sson	κρείσσων	krei/sswn	a-s---nv-
κρεῖσσον	krei=sson	κρείσσων	krei/sswn	a-s---na-
κρηναίαισι	krhnai/aisi	κρηναῖος	krhnai=os	a-p---fd-
κροκάλαις	kroka/lais	κροκάλη	kroka/lh	n-p---fd-
κρούουσαι	krou/ousai	κρούω	krou/w	v-pppafn-
κρούουσαι	krou/ousai	κρούω	krou/w	v-pppafv-
κρυπτά	krupta/	κρυπτή	krupth/	n-d---fn-
κρυπτά	krupta/	κρυπτή	krupth/	n-d---fv-
κρυπτά	krupta/	κρυπτή	krupth/	n-d---fa-
κρυπτά	krupta/	κρυπτή	krupth/	n-s---fn-
κρυπτά	krupta/	κρυπτή	krupth/	n-s---fv-
κρυπτά	krupta/	κρυπτός	krupto/s	a-p---nn-
κρυπτά	krupta/	κρυπτός	krupto/s	a-p---nv-
κρυπτά	krupta/	κρυπτός	krupto/s	a-p---na-
κρυπτά	krupta/	κρυπτός	krupto/s	a-d---fn-
κρυπτά	krupta/	κρυπτός	krupto/s	a-d---fv-
κρυπτά	krupta/	κρυπτός	krupto/s	a-d---fa-
κρυπτά	krupta/	κρυπτός	krupto/s	a-s---fn-
κρυπτά	krupta/	κρυπτός	krupto/s	a-s---fv-
κρυπτάν	krupta/n	κρυπτή	krupth/	n-s---fa-
κρυπτάν	krupta/n	κρυπτός	krupto/s	a-s---fa-
κράτος	kra/tos	κράτος	kra/tos	n-s---nn-
κράτος	kra/tos	κράτος	kra/tos	n-s---nv-
κράτος	kra/tos	κράτος	kra/tos	n-s---na-
κρήνας	krh/nas	κραίνω	krai/nw	v-sapamn-
κρήνας	krh/nas	κραίνω	krai/nw	v-sapamv-
κρήνας	krh/nas	κρήνη	krh/nh	n-p---fa-
κρήνας	krh/nas	κρήνη	krh/nh	n-s---fg-
κρήνην	krh/nhn	κρήνη	krh/nh	n-s---fa-
κρίνων	kri/nwn	κρίνον	kri/non	n-p---ng-
κρίνων	kri/nwn	κρίνω	kri/nw	v-sppamn-
κρίσιν	kri/sin	κρίσις	kri/sis	n-s---fa-
κρίσις	kri/sis	κρίσις	kri/sis	n-p---fa-
κρίσις	kri/sis	κρίσις	kri/sis	n-s---fn-
κρύψω	kru/yw	κρύπτω	kru/ptw	v1sasa---
κρύψω	kru/yw	κρύπτω	kru/ptw	v1sfia---
κρύψω	kru/yw	κρύπτω	kru/ptw	v2saim---
κρᾶτα	kra=ta	κράς	kra/s	n-s---fa-
κρᾶτα	kra=ta	κράς	kra/s	n-p---nn-
κρᾶτα	kra=ta	κράς	kra/s	n-p---nv-
κρᾶτα	kra=ta	κράς	kra/s	n-p---na-
κρᾶτά	kra=ta/	κράς	kra/s	n-s---fa-
κρᾶτά	kra=ta/	κράς	kra/s	n-p---nn-
κρᾶτά	kra=ta/	κράς	kra/s	n-p---nv-
κρᾶτά	kra=ta/	κράς	kra/s	n-p---na-
κρῆναι	krh=nai	κραίνω	krai/nw	v2samm---
κρῆναι	krh=nai	κραίνω	krai/nw	v--ana---
κρῆναι	krh=nai	κρήνη	krh/nh	n-p---fn-
κρῆναι	krh=nai	κρήνη	krh/nh	n-p---fv-
κτανεῖν	ktanei=n	κτείνω	ktei/nw	v--ana---
κτανεῖν	ktanei=n	κτείνω	ktei/nw	v--fna---
κτανών	ktanw/n	κτείνω	ktei/nw	v-sapamn-
κτενεῖν	ktenei=n	κτείνω	ktei/nw	v--fna---
κτενεῖς	ktenei=s	κτείνω	ktei/nw	v2sfia---
κτενοῦσί	ktenou=si/	κτείνω	ktei/nw	v-pfpamd-
κτενοῦσί	ktenou=si/	κτείνω	ktei/nw	v-pfpand-
κτενοῦσί	ktenou=si/	κτείνω	ktei/nw	v3pfia---
κτείνειν	ktei/nein	κτείνω	ktei/nw	v--pna---
κτάνῃς	kta/nh|s	κτείνω	ktei/nw	v2sasa---
κτύπον	ktu/pon	κτύπος	ktu/pos	n-s---ma-
κτύπον	ktu/pon	κτυπέω	ktupe/w	v3paia---
κτύπον	ktu/pon	κτυπέω	ktupe/w	v1saia---
κτύπος	ktu/pos	κτύπος	ktu/pos	n-s---mn-
κτῆμα	kth=ma	κτῆμα	kth=ma	n-s---nn-
κτῆμα	kth=ma	κτῆμα	kth=ma	n-s---nv-
κτῆμα	kth=ma	κτῆμα	kth=ma	n-s---na-
κυκλώσας	kuklw/sas	κυκλάζω	kukla/zw	v-pfpafa-
κυκλώσας	kuklw/sas	κυκλάζω	kukla/zw	v-sfpafg-
κυκλώσας	kuklw/sas	κυκλόω	kuklo/w	v-sapamn-
κυκλώσας	kuklw/sas	κυκλόω	kuklo/w	v-sapamv-
κυμάτων	kuma/twn	κῦμα	ku=ma	n-p---ng-
κυμάτων	kuma/twn	κυματόω	kumato/w	v3piia---
κυμάτων	kuma/twn	κυματόω	kumato/w	v1siia---
κυρεῖ	kurei=	κυρέω	kure/w	v2spie---
κυρεῖ	kurei=	κυρέω	kure/w	v3spia---
κυριώτερος	kuriw/teros	κύριος	ku/rios	a-s---mn-
κυριώτερος	kuriw/teros	κύριος	ku/rios	n-s---mn-
κυρήσεις	kurh/seis	κυρέω	kure/w	v2sasa---
κυρήσεις	kurh/seis	κυρέω	kure/w	v2sfia---
κωλύσει	kwlu/sei	κώλυ	kw/lu	n-d---fn-
κωλύσει	kwlu/sei	κώλυ	kw/lu	n-d---fv-
κωλύσει	kwlu/sei	κώλυ	kw/lu	n-d---fa-
κωλύσει	kwlu/sei	κώλυ	kw/lu	n-s---fd-
κωλύσει	kwlu/sei	κώλυ	kw/lu	n-s---fd-
κωλύσει	kwlu/sei	κώλυσις	kw/lusis	n-d---fn-
κωλύσει	kwlu/sei	κώλυσις	kw/lusis	n-d---fv-
κωλύσει	kwlu/sei	κώλυσις	kw/lusis	n-d---fa-
κωλύσει	kwlu/sei	κώλυσις	kw/lusis	n-s---fd-
κωλύσει	kwlu/sei	κώλυσις	kw/lusis	n-s---fd-
κωλύσει	kwlu/sei	κωλύω	kwlu/w	v3sasa---
κωλύσει	kwlu/sei	κωλύω	kwlu/w	v2sfim---
κωλύσει	kwlu/sei	κωλύω	kwlu/w	v3sfia---
κωλύσων	kwlu/swn	κωλύω	kwlu/w	v-sfpamn-
κἀγαθήν	ka)gaqh/n	ἀγαθός	a)gaqo/s	a-s---fa-
κἀγώ	ka)gw/	ἀγός	a)go/s	n-d---mn-
κἀγώ	ka)gw/	ἀγός	a)go/s	n-d---mv-
κἀγώ	ka)gw/	ἀγός	a)go/s	n-d---ma-
κἀγώ	ka)gw/	ἐγώ	e)gw/	p-s---mn-
κἀγώ	ka)gw/	ἐγώ	e)gw/	p-s---mv-
κἀγώ	ka)gw/	ἐγώ	e)gw/	p-s---fn-
κἀγώ	ka)gw/	ἐγώ	e)gw/	p-s---fv-
κἀκεῖ	ka)kei=	ἀκέομαι	a)ke/omai	v2sfim---
κἀκεῖ	ka)kei=	ἀκέομαι	a)ke/omai	v2spie---
κἀκεῖ	ka)kei=	ἀκέω	a)ke/w	v2spie---
κἀκεῖ	ka)kei=	ἀκέω	a)ke/w	v3spia---
κἀκεῖ	ka)kei=	ἐκεῖ	e)kei=	d--------
κἀκεῖνό	ka)kei=no/	ἐκεῖνος	e)kei=nos	n-s---nn-
κἀκεῖνό	ka)kei=no/	ἐκεῖνος	e)kei=nos	n-s---nv-
κἀκεῖνό	ka)kei=no/	ἐκεῖνος	e)kei=nos	n-s---na-
κἀκλελοιπότα	ka)kleloipo/ta	ἐκλείπω	e)klei/pw	v-prpann-
κἀκλελοιπότα	ka)kleloipo/ta	ἐκλείπω	e)klei/pw	v-prpanv-
κἀκλελοιπότα	ka)kleloipo/ta	ἐκλείπω	e)klei/pw	v-prpana-
κἀκλελοιπότα	ka)kleloipo/ta	ἐκλείπω	e)klei/pw	v-srpama-
κἀκπεπληγμένη	ka)kpeplhgme/nh	ἐκπλήσσω	e)kplh/ssw	v-srpefn-
κἀκπεπληγμένη	ka)kpeplhgme/nh	ἐκπλήσσω	e)kplh/ssw	v-srpefv-
κἀμαυτῆς	ka)mauth=s	ἐμαυτοῦ	e)mautou=	p-s---fg-
κἀμοί	ka)moi/	ἁμόσ1	a(mo/s1	a-p---mn-
κἀμοί	ka)moi/	ἁμόσ1	a(mo/s1	a-p---mv-
κἀμοί	ka)moi/	ἀμόω	a)mo/w	v2spse---
κἀμοί	ka)moi/	ἀμόω	a)mo/w	v2spie---
κἀμοί	ka)moi/	ἀμόω	a)mo/w	v3spsa---
κἀμοί	ka)moi/	ἐγώ	e)gw/	p-s---md-
κἀμοί	ka)moi/	ἐγώ	e)gw/	p-s---fd-
κἀμοί	ka)moi/	ἐμός	e)mo/s	a-p---mn-
κἀμοί	ka)moi/	ἐμός	e)mo/s	a-p---mv-
κἀμοί	ka)moi/	ἡμός	h(mo/s	a-p---mn-
κἀμοί	ka)moi/	ἡμός	h(mo/s	a-p---mv-
κἀμέ	ka)me/	ἁμόσ1	a(mo/s1	a-s---mv-
κἀμέ	ka)me/	ἐγώ	e)gw/	p-s---ma-
κἀμέ	ka)me/	ἐγώ	e)gw/	p-s---fa-
κἀμέ	ka)me/	ἐμός	e)mo/s	a-s---mv-
κἀμέ	ka)me/	ἡμός	h(mo/s	a-s---mv-
κἀμήν	ka)mh/n	ἁμόσ1	a(mo/s1	a-s---fa-
κἀμήν	ka)mh/n	ἀμήν	a)mh/n	x--------
κἀμήν	ka)mh/n	ἐμός	e)mo/s	a-s---fa-
κἀμήν	ka)mh/n	ἡμός	h(mo/s	a-s---fa-
κἀμός	ka)mo/s	ἁμόσ1	a(mo/s1	a-s---mn-
κἀμός	ka)mo/s	ἐμός	e)mo/s	a-s---mn-
κἀμός	ka)mo/s	ἡμός	h(mo/s	a-s---mn-
κἀν	ka)n	ἐν	e)n	r--------
κἀν	ka)n	εἰς	ei)s	r--------
κἀντεδεξάμην	ka)ntedeca/mhn	ἀντιδέχομαι	a)ntide/xomai	v1saim---
κἀξέπραξεν	ka)ce/pracen	ἐκπράσσω	e)kpra/ssw	v3saia---
κἀξέπραξεν	ka)ce/pracen	ἐκπράσσω	e)kpra/ssw	v3saia---
κἀπαράσασθαι	ka)para/sasqai	ἀπαράομαι	a)para/omai	v--ane---
κἀπαράσασθαι	ka)para/sasqai	ἀπαράομαι	a)para/omai	v--ane---
κἀπαράσασθαι	ka)para/sasqai	ἐπαράομαι	e)para/omai	v--ane---
κἀπαράσασθαι	ka)para/sasqai	ἐπαράομαι	e)para/omai	v--ane---
κἀπαράσασθαι	ka)para/sasqai	ἐπαράομαι	e)para/omai	v--anm---
κἀπιστρατεύσειν	ka)pistrateu/sein	ἐπιστρατεύω	e)pistrateu/w	v--fna---
κἀπιστρατεύσειν	ka)pistrateu/sein	ἐπιστρατεύω	e)pistrateu/w	v--fna---
κἀπί	ka)pi/	ἐπί	e)pi/	r--------
κἀπ’	ka)p'	Ἀπίς	*)api/s	n-s---fv-
κἀπ’	ka)p'	ἄπιοσ2	a)/pios2	n-s---fv-
κἀπ’	ka)p'	ἀπό	a)po/	r--------
κἀπ’	ka)p'	ἀπό	a)po/	r--------
κἀπ’	ka)p'	ἐπί	e)pi/	r--------
κἀρετήν	ka)reth/n	Ἀρετή	*)areth/	n-s---fa-
κἀρετήν	ka)reth/n	ἀρετή	a)reth/	n-s---fa-
κἄλαβες	ka)/labes	λαμβάνω	lamba/nw	v2saia---
κἄλαβές	ka)/labe/s	λαμβάνω	lamba/nw	v2saia---
κἄμπαλιν	ka)/mpalin	ἔμπαλιν	e)/mpalin	d--------
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s1	a-p---nn-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s1	a-p---nv-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s1	a-p---na-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s1	a-d---fn-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s1	a-d---fv-
